Category: All categories

Region,Fearless  Taylor Swift album: (2018)
Utah,100
South Carolina,41
Oregon,40
Alabama,35
Washington,26
Minnesota,25
Iowa,21
Massachusetts,16
Arizona,14
Pennsylvania,11
Wisconsin,11
Michigan,10
New York,10
New Jersey,10
Illinois,10
Georgia,10
Maryland,10
California,10
Ohio,9
Texas,9
Florida,7
Missouri,7
Colorado,6
North Carolina,5
North Dakota,
District of Columbia,
Maine,
Montana,
Rhode Island,
New Mexico,
Oklahoma,
Idaho,
Nebraska,
Connecticut,
Louisiana,
Alaska,
Arkansas,
Delaware,
Hawaii,
Indiana,
Kansas,
Kentucky,
Mississippi,
New Hampshire,
Nevada,
South Dakota,
Tennessee,
Virginia,
Vermont,
West Virginia,
Wyoming,
